Kode,Kategori,Jumlah Penjual,Rating,Jumlah Review,Harga
KFB07KL1WLG6,"Clothing, Shoes & Jewelry",3 yg jual,,"59,521",157884.165 Rupiah
KFB08MTCWBR9,Camera & Photo,2 Penjual,4.4,"1,045",
KFB07FZ8S74R,Electronics,1 Penjual,4.7,"854,114",
KFB08R6S1M1K,Electronics,,4.7,"1,450",IDR 215544.9575
KFB07TWFVDWT,Electronics,37 penjual,4.6,,IDR 2286300.75
KFB07V3M2DX9,Camera & Photo,,4.8,"3,801",IDR 1998715.75
KFB086FN63NM,Gift Cards,1 Penjual,,"721,690",IDR 718962.5
KFB08FNW7QDB,Toys & Games,,4.3,346,IDR 143648.7075
KFB08L8Y43C4,"Clothing, Shoes & Jewelry",2 penjual,4.6,"5,764",
KFB0829WGK49,Camera & Photo,3 penjual,4.1,,IDR 431233.70749999996
KFB08BSKT43L,Video Games,49 Penjual,,"9,297",IDR 573444.49
KFB07MRNVRRX,Gift Cards,,4.8,"721,690",IDR 718962.5
KF1601429649,Books,1 penjual,4.7,,138472.17750000002 rupiah
KFB07SG15148,Video Games,50 penjual,4.8,"18,643",
KFB07P6MZPK3,Toys & Games,9 penjual,4.9,,143648.7075 Rupiah
KFB01FZ3BR5S,Video Games,5 yg jual,4.5,,IDR 201165.7075
KFB084RPZD6T,Video Games,20 penjual,4.7,,431233.70749999996 rupiah
KF1484707230,Books,1 penjual,,"23,193",301964.25
KF399226907,Books,1 penjual,,"35,863",IDR 72759.00499999999
KFB07X1YLC2L,Camera & Photo,,3.9,"2,193",416854.45749999996
KFB08F4YT84C,Camera & Photo,2 yg jual,,439,704439.4575 Rupiah
KFB07GYXYWQF,Camera & Photo,,4.1,"3,793",1006403.7074999999
KFB07CRSXMW8,Toys & Games,4 Penjual,4.8,,546267.7075 Rupiah
KFB07SXLYQ6S,Toys & Games,,4.8,"13,958",IDR 186067.495
KFB08YKGZF7P,Electronics,3 Penjual,4.2,,3019498.7075 Rupiah
KF1483815854,Books,1 yg jual,4.6,,143504.915 rupiah
KFB004LLIKVU,,1 Penjual,4.8,"721,690",718962.5
KFB08H9M7LDY,Video Games,51 penjual,4.9,"16,236",
KFB08K4NCYYJ,"Clothing, Shoes & Jewelry",,4.6,"1,741",IDR 229780.415
KFB08SQGYHJ7,Camera & Photo,3 penjual,4.4,,675680.9575
KFB082X4F15R,,1 penjual,4.3,"7,435",258682.7075
KFB08644FKP1,Camera & Photo,2 penjual,4.3,,503129.9575
KF1982160136,,77 Penjual,3.8,655,194119.875
KFB08GH9KL4M,Camera & Photo,10 penjual,4.5,"3,662",
KFB07N4DHFZM,Electronics,2 Penjual,4.2,"17,011",
KFB07WDDT3G5,,1 yg jual,4.7,"83,773",IDR 2012951.2075
KFB07TWFVDWT,,37 penjual,4.6,"95,064",IDR 2286300.75
KFB07SXLYQ6S,Toys & Games,16 Penjual,4.8,,186067.495 Rupiah
KFB086DKGCFP,Electronics,1 penjual,4.4,,5463971.2075000005 rupiah
KFB08B3GH4K4,"Clothing, Shoes & Jewelry",,4.0,"8,514",IDR 229924.2075
KFB00U26V4VQ,,51 yg jual,4.8,833,474083.8725 rupiah
KFB08F6FYN6B,Electronics,,4.5,484,2588121.2075 Rupiah
KFB083HZTN8W,Camera & Photo,4 Penjual,3.9,"6,306",
KFB08571VZ3Q,Camera & Photo,1 yg jual,,"3,509",575026.2075
KFB086DKMSSM,Electronics,1 penjual,4.4,"54,100",
KFB086DKSHQ4,Electronics,1 penjual,4.4,"54,100",
KFB07QKXM2D3,Camera & Photo,4 Penjual,4.4,"20,546",
KFB07C5VV4PD,Gift Cards,,4.8,"721,690",718962.5
KFB08J65DST5,Electronics,6 Penjual,4.9,"44,087",
KFB01N1037CV,,49 penjual,4.9,"49,574",IDR 718099.745
KFB08BNVQDWT,Electronics,,4.6,"43,363",IDR 539221.875
KFB083GQD7FB,Toys & Games,1 penjual,,175,114890.2075 rupiah
KFB08BRQKSMB,Video Games,110 penjual,4.8,"19,417",
KFB01N9GY4GF,Gift Cards,1 penjual,4.9,"9,381",
KFB08WJPJ1NC,Video Games,24 yg jual,4.8,269,
KFB08PBS4M26,Video Games,2 penjual,,"1,320",316199.70749999996
KFB086DKMSSM,Electronics,1 Penjual,4.4,"54,100",
KFB097ZZCJFX,,1 penjual,4.5,"5,667",42418.787500000006
KFB07RMC5BRL,Video Games,41 yg jual,4.4,,575026.2075 Rupiah
KFB07C68264W,Gift Cards,1 yg jual,,"721,690",718962.5
KFB07MRMHML9,Video Games,8 penjual,4.4,"4,597",
KFB08CXM6QNM,,8 Penjual,4.3,"4,800",488750.7075 rupiah
KFB07J224T84,Camera & Photo,5 yg jual,,"2,622",IDR 1006403.7074999999
KFB071WLRPXT,"Clothing, Shoes & Jewelry",,4.9,"17,965",IDR 240133.47499999998
KFB00EB4ADQW,,32 penjual,4.8,"59,785",190093.685 Rupiah
KFB08F7PTF53,Video Games,59 Penjual,4.8,"49,200",
KFB07611Y7NN,"Clothing, Shoes & Jewelry",14 Penjual,,"40,632",82680.6875
KFB07X6CWM3G,,1 Penjual,4.6,"6,551",IDR 143648.7075
KFB07QKXM2D3,Camera & Photo,4 yg jual,4.4,"20,546",
KFB086VRR9K9,,1 penjual,4.6,"5,573",4888801.2075000005 rupiah
KFB08J61NFNR,Electronics,6 yg jual,,"44,087",5679803.75
KFB07TKKBG5S,Gift Cards,1 Penjual,4.8,"721,690",
KF1250080401,Books,1 Penjual,,"70,597",117622.265 rupiah
KFB07LF27WBQ,"Clothing, Shoes & Jewelry",1 yg jual,4.3,"53,435",
KFB0101BQV2I,"Clothing, Shoes & Jewelry",,4.1,"66,914",172407.2075 rupiah
KFB08F2NKCTZ,"Clothing, Shoes & Jewelry",5 yg jual,4.7,,215401.165 Rupiah
KFB084J4KNDS,Electronics,1 Penjual,4.7,,646922.4575 rupiah
KF1612680178,Books,1 penjual,4.7,,143792.5 rupiah
KFB07CV7NGSP,"Clothing, Shoes & Jewelry",1 penjual,,"33,701",244303.4575 Rupiah
KFB01CW4AZDS,,2 yg jual,4.3,"1,648",690060.2075 Rupiah
KFB00PYLU3GG,Toys & Games,,4.6,"5,317",374867.0475 rupiah
KFB0829WGK49,Camera & Photo,3 yg jual,,"2,083",431233.70749999996 rupiah
KFB08B3GH4K4,"Clothing, Shoes & Jewelry",,4.0,"8,514",229924.2075
KFB083GQD7FB,,1 penjual,4.3,175,114890.2075
KFB009CAPYR8,,2 penjual,4.8,"14,213",301820.45749999996 Rupiah
KFB00WBJGUA2,Camera & Photo,25 Penjual,,"10,672",IDR 1776700.1300000001
KFB00BTX5926,Toys & Games,7 penjual,4.7,,106406.45000000001 Rupiah
KF761187480,Books,,4.8,"19,747",178877.87 rupiah
KFB07WYVVSKB,Gift Cards,1 Penjual,4.8,"721,690",
KFB07PVMRZQH,,7 penjual,4.3,"4,092",603784.7075 Rupiah
KFB08ZN97SWW,Electronics,1 penjual,,"54,100",4816761.165 Rupiah
KFB07RZ74VLR,Video Games,1 Penjual,,"70,218",143792.5 Rupiah
KFB07TMNH4N1,Gift Cards,,4.8,"91,384",IDR 718962.5
KF143127748,Books,1 Penjual,,"31,470",163923.45 Rupiah
KFB01BX4G6FY,Toys & Games,19 Penjual,4.8,"14,866",
KFB0916TKFF2,Electronics,9 penjual,4.7,,416998.25 Rupiah
KFB00KRYLG7U,"Clothing, Shoes & Jewelry",37 yg jual,4.3,,IDR 62262.152500000004
KFB06ZYZ1TKK,Gift Cards,1 penjual,4.8,"7,247",
KFB071WLRPXT,,2 yg jual,4.9,"17,965",240133.47499999998
KFB08R5LZYDW,Camera & Photo,1 Penjual,3.3,,IDR 287441.20749999996
KFB079JD7F7G,Electronics,36 penjual,4.5,"50,866",
KFB07736Q4GC,Gift Cards,1 Penjual,4.8,,143792.5
KF62457802,Books,,4.7,"13,745",120354.3225
KFB07J4JGMD9,Gift Cards,1 Penjual,4.8,"721,690",
KFB07RZ74VLR,Video Games,1 penjual,4.5,,143792.5 Rupiah
KFB01FXC7JWQ,Electronics,21 yg jual,4.6,,2371713.495 Rupiah
KFB086VSVBBY,,8 Penjual,4.4,"15,971",517509.2075 Rupiah
KFB07F7T8J9P,Video Games,19 yg jual,4.7,"26,056",
KFB079YMX2J6,Gift Cards,1 yg jual,4.7,"13,035",
KFB086VJN8RC,Camera & Photo,1 Penjual,4.2,"1,221",
KFB089NLB7BH,"Clothing, Shoes & Jewelry",1 penjual,4.4,"12,655",
KFB07Y93TM8M,Gift Cards,,4.9,"74,543",143792.5 rupiah
KFB074T91QTZ,Gift Cards,1 penjual,4.5,,IDR 359481.25
KFB07TMNGSN4,,1 Penjual,4.8,"721,690",718962.5 rupiah
KFB0719SF8JT,"Clothing, Shoes & Jewelry",2 penjual,,"28,126",IDR 297650.475
KFB07TKKBG5S,Gift Cards,1 Penjual,,"721,690",718962.5 Rupiah
KFB08BNVQDWT,Electronics,2 yg jual,,"43,363",IDR 539221.875
KFB016YKIBHS,"Clothing, Shoes & Jewelry",,4.5,"29,598",IDR 75922.44
KFB07MB4HN9X,Gift Cards,1 yg jual,4.8,"721,690",
KFB07X6C9RMF,Electronics,1 penjual,4.5,"111,650",
KFB08YSYKH19,Electronics,1 penjual,4.7,,718818.7075 rupiah
KFB08FC5TTBF,Video Games,21 Penjual,,"3,470",IDR 718099.745
KFB07PWDYF5J,Toys & Games,1 Penjual,,"14,713",258682.7075 rupiah
KFB082R61V9K,"Clothing, Shoes & Jewelry",2 penjual,4.2,,229924.2075 rupiah
KFB07TKKBG5S,,1 yg jual,4.8,"721,690",718962.5 Rupiah
KF1484707230,Books,1 penjual,4.9,,301964.25 rupiah
KF805047905,Books,1 Penjual,4.9,"31,056",
KFB08F2NKCTZ,"Clothing, Shoes & Jewelry",5 Penjual,4.7,"49,613",
KFB091N43KTX,Electronics,1 penjual,,"267,821",718818.7075 Rupiah
KFB01N4AO7PO,Gift Cards,1 penjual,4.8,,718962.5
KFB092RXFP4F,Camera & Photo,,4.7,212,660438.9525
KFB07F981R8M,Electronics,15 Penjual,4.6,"55,688",
KFB01E6D2NA6,"Clothing, Shoes & Jewelry",2 Penjual,4.3,,255231.6875 Rupiah
KFB08FNW7QDB,Toys & Games,,4.3,346,143648.7075
KFB018HB2QFU,Toys & Games,16 Penjual,4.7,,158027.9575 Rupiah
KFB07CLMP15H,Gift Cards,1 Penjual,4.8,,718962.5
KFB012A7R7I8,Toys & Games,,4.8,"22,792",344958.20749999996 Rupiah
KFB01LX3U0H6,,1 penjual,4.8,"91,384",718962.5 Rupiah
KFB071WLRPXT,"Clothing, Shoes & Jewelry",2 yg jual,4.9,"17,965",
KFB0916TKFF2,Electronics,9 yg jual,,727,416998.25
KFB00005C5H4,Toys & Games,10 Penjual,4.8,"63,879",
KFB01MQSSHFD,Gift Cards,1 yg jual,,"721,690",IDR 718962.5
KFB071S6GZ1K,"Clothing, Shoes & Jewelry",21 penjual,,"80,774",IDR 258826.5
KFB019592A6I,Toys & Games,20 Penjual,4.8,,IDR 165073.79
KFB07HJHK8Y5,Gift Cards,1 Penjual,,"12,596",416279.2875
KFB07RRGWMYJ,"Clothing, Shoes & Jewelry",1 yg jual,4.2,"12,645",
KFB07MBW6JNL,Toys & Games,2 yg jual,,"15,178",100510.9575
KFB01NAWKYZ0,Video Games,,4.9,"49,824",359481.25 Rupiah
KFB072M34RQC,Electronics,25 yg jual,,"23,209",IDR 1797262.4575
KFB089DDXV1W,Camera & Photo,,4.5,"5,522",IDR 675680.9575
KFB091TL7CCP,Toys & Games,1 yg jual,,"10,140",344958.20749999996 rupiah
KFB08FQG96RP,Video Games,19 penjual,4.5,"10,650",
KFB08D98BDT5,"Clothing, Shoes & Jewelry",7 penjual,,"5,071",IDR 229924.2075
KFB08N5LNQCX,Electronics,5 penjual,4.8,,12926945.75
KFB089DDXV1W,Camera & Photo,4 yg jual,,"5,522",675680.9575 rupiah
KFB0875Q5GVQ,Camera & Photo,5 yg jual,4.0,,718818.7075
KFB000KI111Y,Toys & Games,34 Penjual,4.7,,790714.9575 rupiah
KFB01FXC7JWQ,Electronics,21 yg jual,4.6,,2371713.495 rupiah
KFB01M1NWI42,Gift Cards,1 Penjual,4.8,"721,690",
KFB08JCHVZ11,Camera & Photo,3 yg jual,4.4,,575026.2075 rupiah
KFB01CDCG4KM,Video Games,2 yg jual,,"20,621",287441.20749999996 Rupiah
KFB08PFCYVP6,Camera & Photo,1 yg jual,,860,2084991.25
KFB08J158TVV,Camera & Photo,,4.2,"1,076",690060.2075
KFB07FZ8S74R,Electronics,1 penjual,4.7,,503129.9575 rupiah
KF140280197,Books,1 penjual,,"26,162",215544.9575 rupiah
KFB097ZMX6ZC,Toys & Games,1 Penjual,4.4,"11,092",
KF374300216,Books,1 penjual,4.8,,IDR 63843.87
KFB086FN63NM,,1 penjual,4.8,"721,690",718962.5 Rupiah
KFB01DGIKD68,Toys & Games,4 Penjual,4.8,"19,783",
KFB071JDWV4R,"Clothing, Shoes & Jewelry",5 yg jual,4.6,,143648.7075 rupiah
KF593193318,Books,,4.9,250,152132.465
KFB00PI5FFJS,"Clothing, Shoes & Jewelry",2 Penjual,,"20,739",287441.20749999996 rupiah
KF399226907,Books,,4.9,"35,863",IDR 72759.00499999999
KFB07P6RFKRL,,15 yg jual,4.8,"17,537",214969.78749999998
KFB08F7PTF53,Video Games,59 Penjual,4.8,"49,200",
KF316540714,Books,1 penjual,4.7,,258826.5 Rupiah
KFB08XW4QX52,,1 penjual,4.6,"9,106",IDR 273061.95749999996
KFB08FHS3W9X,Camera & Photo,2 penjual,4.3,"3,534",
KFB087ZTH98B,Toys & Games,,4.5,"8,419",431233.70749999996 Rupiah
KFB094TCDJWC,Books,1 Penjual,3.5,,IDR 184773.3625
KFB07TWFVDWT,Electronics,37 penjual,4.6,"95,064",
KFB07MP6B4Y5,Gift Cards,1 Penjual,4.8,"721,690",
KFB07TMJ1R3X,Electronics,1 Penjual,4.6,"100,278",
KFB001CJVTLC,Toys & Games,55 penjual,,"14,551",IDR 103530.6
KFB07WYVVM9G,Gift Cards,1 penjual,4.8,,IDR 718962.5
KF1484707230,Books,1 penjual,4.9,,301964.25
KFB07XJ8C8F5,Electronics,,4.7,"267,821",646922.4575
KFB07DDC8FJM,Gift Cards,1 yg jual,,"7,247",IDR 718962.5
KFB01MQSSHFD,,1 penjual,4.8,"721,690",718962.5
KFB07RTN4C77,Gift Cards,1 Penjual,4.7,"6,803",
KFB07HJHK8Y5,,1 penjual,4.8,"12,596",416279.2875 Rupiah
KFB00DOMYL24,Electronics,19 Penjual,4.8,"44,320",
KFB00WBJGUA2,Camera & Photo,,4.6,"10,672",1776700.1300000001
KFB07TS96J7Q,Toys & Games,2 penjual,,"12,902",359337.45749999996
KFB06WVJBVT4,Gift Cards,,4.9,"62,352",359481.25 Rupiah
KFB08YSYKH19,Electronics,1 yg jual,4.7,"267,821",
KFB08KHCR1YF,Camera & Photo,5 Penjual,4.5,"2,524",
KFB004RMK5QG,,1 Penjual,4.8,"44,591",IDR 862611.2075
KFB08WJPJ1NC,Video Games,,4.8,269,992168.25 Rupiah
KFB091TL7CCP,Toys & Games,1 Penjual,4.4,"10,140",
KFB0888P5DWX,"Clothing, Shoes & Jewelry",3 yg jual,4.8,,IDR 287585.0
KFB08F4YKCBR,Camera & Photo,,4.3,889,747577.2075 rupiah
KFB08FHS3W9X,Camera & Photo,,4.3,"3,534",IDR 718818.7075
KFB07MRMHML9,Video Games,8 penjual,4.4,"4,597",
KFB08PV15RGG,Camera & Photo,2 Penjual,,"5,629",503129.9575
KFB07WFLBX6Q,Electronics,1 yg jual,,"83,773",2012951.2075
KFB07SR1FMMC,Video Games,1 yg jual,4.4,,284709.15 Rupiah
KFB07MYYV9K1,Camera & Photo,2 Penjual,,"3,218",229924.2075
KFB00BWDH3VS,,1 Penjual,4.8,"721,689",718962.5
KFB07CVL2D2S,Electronics,51 yg jual,4.7,,IDR 1437781.2075
KFB071S6GZ1K,"Clothing, Shoes & Jewelry",,4.6,"80,774",258826.5 rupiah
KFB00DW1JT5G,Toys & Games,5 penjual,,"21,200",IDR 215544.9575
KFB08J61NFNR,Electronics,6 yg jual,,"44,087",5679803.75 Rupiah
KFB07X1YLC2L,Camera & Photo,7 penjual,3.9,"2,193",
KFB07FF4VHV9,,1 penjual,4.2,"20,442",IDR 287441.20749999996
KFB07WFLBX6Q,Electronics,1 penjual,,"83,773",2012951.2075
KFB07611Y7NN,"Clothing, Shoes & Jewelry",14 penjual,,"40,632",82680.6875 Rupiah
KF1483815854,Books,1 Penjual,4.6,,143504.915
KFB08ZN7QCRP,Electronics,1 penjual,4.4,,6686063.665
KFB07TT11TXZ,"Clothing, Shoes & Jewelry",1 yg jual,4.3,"4,107",
KFB07WVFCVJN,Electronics,27 yg jual,4.8,"114,267",
KFB07GRM747Y,Video Games,8 penjual,4.4,"85,834",
KFB08KVSQ9FL,"Clothing, Shoes & Jewelry",,4.2,"4,358",IDR 352147.83249999996
KFB07J4JGMD9,Gift Cards,1 Penjual,,"721,690",718962.5
KFB07W7FLKRW,Toys & Games,2 yg jual,4.7,,359481.25
KF316420085,Books,,4.6,"4,741",IDR 250198.94999999998
KF1984806750,,1 penjual,4.4,"4,596",143792.5
KFB00BWDH368,Gift Cards,1 yg jual,4.8,"721,690",
KFB0878FM5F7,,2 yg jual,4.3,"37,966",IDR 632543.2075
KFB08GG6FCLT,,3 yg jual,4.1,13,402475.20749999996 Rupiah
KFB078GZM4H8,Video Games,,4.8,"66,505",57373.207500000004 rupiah
KFB00000IV35,Toys & Games,54 Penjual,4.9,,129269.4575 Rupiah
KFB07MVZZV3G,Electronics,7 penjual,4.8,,373716.70749999996 rupiah
KFB08FMM86JN,Camera & Photo,2 Penjual,4.3,,431233.70749999996
KFB08DFCWVZ4,Electronics,10 yg jual,4.4,"12,973",
KFB08PQ64VFJ,Gift Cards,1 Penjual,4.6,,459992.20749999996 rupiah
KFB07FSDTB22,,3 penjual,4.6,"43,986",IDR 210368.42750000002
KFB08F7PTF54,,56 penjual,4.8,"49,200",5737320.75 Rupiah
KFB07MP6B4Y5,Gift Cards,1 penjual,4.8,,718962.5 rupiah
KFB094QLGN13,Gift Cards,,4.8,"91,384",IDR 718962.5
KFB086QN7BBQ,"Clothing, Shoes & Jewelry",1 yg jual,4.8,,199583.99000000002
KF62976583,Books,1 Penjual,,"79,114",198433.65000000002 rupiah
KFB01C5A2WJO,Toys & Games,12 yg jual,,"26,961",503129.9575 rupiah
KFB07X6C9RMF,Electronics,,4.5,"111,650",IDR 503129.9575
KFB07Y693ND1,Video Games,,4.7,"26,056",IDR 375729.8025
KFB08B5T3XL9,Camera & Photo,2 penjual,4.6,607,
KFB0719SF8JT,"Clothing, Shoes & Jewelry",2 penjual,,"28,126",IDR 297650.475
KFB0922WX37L,Toys & Games,1 yg jual,,"20,399",201165.7075 rupiah
KFB089DDXV1W,Camera & Photo,,4.5,"5,522",IDR 675680.9575
KFB07C6C1SN3,Gift Cards,1 Penjual,4.8,"721,690",
KFB08F3C99KN,,1 yg jual,4.8,"22,185",359481.25
KFB07Y92XFRD,,1 Penjual,4.9,"74,543",143792.5 Rupiah
KFB08FC5TTBF,Video Games,,4.8,"3,470",718099.745
KFB01IR5KOGE,"Clothing, Shoes & Jewelry",2 Penjual,4.5,,418867.5525 rupiah
KFB07FPP6TB5,Electronics,1 Penjual,4.6,,IDR 2156743.7075
KFB07X1YLC2L,Camera & Photo,7 Penjual,3.9,"2,193",
KFB082G5SPR5,Video Games,29 Penjual,4.7,,672086.145 Rupiah
KFB0719SF8JT,"Clothing, Shoes & Jewelry",,4.6,"28,126",IDR 297650.475
KFB01IXYY172,Toys & Games,1 yg jual,,"2,918",186786.4575
KFB07CVL2D2S,Electronics,,4.7,"42,694",1437781.2075 rupiah
KF1791392792,Books,1 penjual,4.6,,172694.7925 Rupiah
KFB08PBS4M26,Video Games,2 yg jual,4.8,,316199.70749999996 rupiah
KFB07VNTFHD5,,32 yg jual,4.8,"19,478",1854923.25 rupiah
KFB07NXDJ52C,,4 Penjual,4.8,"22,690",IDR 129269.4575
KFB01C5A2WJO,,12 yg jual,4.8,"26,961",503129.9575
KFB07W7FLKRW,Toys & Games,,4.7,"7,731",359481.25 Rupiah
KFB00U26V4VQ,Toys & Games,51 penjual,4.8,833,
KFB084DCJKSL,Electronics,1 Penjual,4.7,314,
KFB079JD7F7G,Electronics,,4.5,"50,866",833852.7075
KF1524798657,Books,1 penjual,,"3,496",241571.40000000002 Rupiah
KFB07TSCZV2P,"Clothing, Shoes & Jewelry",,4.5,"35,889",273061.95749999996 Rupiah
KFB08XW4QX52,"Clothing, Shoes & Jewelry",1 penjual,4.6,"9,106",
KFB07L4CTP75,,1 Penjual,4.4,"28,547",301820.45749999996 rupiah
KFB07HZLHPKP,Electronics,1 yg jual,4.6,"395,830",
KFB01N9GY4GF,,1 yg jual,4.9,"9,381",IDR 359481.25
KFB06ZY43PDR,Gift Cards,1 yg jual,4.9,,718962.5
KFB086V5H1YQ,,6 penjual,4.5,"6,646",761956.4575
KFB07TWFVDWT,Electronics,,4.6,"95,064",2286300.75
KFB00BTX5926,,7 Penjual,4.7,"38,290",IDR 106406.45000000001
KFB07MWPMZXN,Toys & Games,85 penjual,4.7,"17,061",
KFB08FQG96RP,Video Games,,4.5,"10,650",2070468.2075 Rupiah
KFB094Q7RNLV,,1 yg jual,4.8,"721,690",718962.5
KFB07GTDRNKD,Toys & Games,4 Penjual,,"24,685",128981.87250000001
KFB00X5TNSCA,Camera & Photo,4 yg jual,4.5,,172263.415
KFB00EB4ADQW,,32 yg jual,4.8,"59,785",190093.685 rupiah
KFB07HJD9FVV,,1 yg jual,4.7,"8,756",2975785.7874999996
KFB07978J597,Electronics,1 penjual,4.6,,1293988.7075
KFB00NLZUM36,Video Games,4 Penjual,4.6,"28,843",
KFB00XKYM3WQ,"Clothing, Shoes & Jewelry",,4.6,"28,178",328709.65499999997
KF1250178606,Books,1 Penjual,4.5,"58,947",
KF1483815854,Books,1 yg jual,,"3,271",143504.915 Rupiah
KFB007DW6F34,,10 yg jual,4.6,"8,795",100510.9575 Rupiah
KFB07GRM747Y,Video Games,8 penjual,,"85,834",287441.20749999996
KFB07FZ8S74R,Electronics,1 Penjual,,"854,114",IDR 503129.9575
KFB01H5PPQYM,,1 yg jual,4.9,"5,827",359481.25 rupiah
KFB08B3GH4K4,"Clothing, Shoes & Jewelry",,4.0,"8,514",IDR 229924.2075
KFB01NAUKS62,Video Games,4 yg jual,,"50,233",IDR 186355.08000000002
KFB08P4DZYGC,Camera & Photo,4 penjual,4.4,,431233.70749999996 rupiah
KFB086VJN8RC,Camera & Photo,1 Penjual,,"1,221",388095.95749999996 rupiah
KFB07KGVB6D6,,1 Penjual,4.6,"47,546",1725366.2075 rupiah
KFB071FXZBMV,,2 penjual,4.5,"33,856",114746.41500000001 rupiah
KF593139135,Books,1 yg jual,,"40,324",243728.28749999998
KFB07XP1619N,Camera & Photo,3 penjual,,422,675680.9575
KF1984806734,Books,1 Penjual,4.4,,IDR 105831.28
KF1501128035,Books,1 penjual,,"7,982",IDR 121504.66249999999
KFB07CLMP15H,,1 penjual,4.8,"721,690",718962.5 rupiah
KFB088GH4X9W,Video Games,1 Penjual,4.6,,143792.5
KFB07G2YR23M,Camera & Photo,1 penjual,4.6,"42,047",
KFB094H9X2VV,Toys & Games,1 Penjual,,"6,156",172407.2075 Rupiah
KFB07SFKTLZM,Video Games,95 yg jual,,"20,316",IDR 2588121.2075
KFB06XV1LW52,Toys & Games,32 penjual,4.4,"6,247",
KFB01IXYY172,,1 penjual,4.7,"2,918",186786.4575 rupiah
KFB08YKGZF7P,Electronics,,4.2,35,3019498.7075 rupiah
KFB00DOMYL24,Electronics,19 penjual,,"44,320",IDR 183335.4375
KFB076831CCJ,"Clothing, Shoes & Jewelry",,4.6,"72,937",143648.7075 rupiah
KFB086VRR9K9,Electronics,1 penjual,4.6,"5,573",
KFB08JB4LZ19,Camera & Photo,2 penjual,,"1,116",1279609.4575 Rupiah
KFB012A7R7I8,,8 yg jual,4.8,"22,792",344958.20749999996 Rupiah
KFB004VSTQ2A,Video Games,,4.7,"67,134",359337.45749999996
KFB083VRT815,Toys & Games,,4.5,"5,953",431233.70749999996 rupiah
KFB0795GHTBC,Video Games,3 yg jual,4.8,"28,086",
KFB089NLB7BH,"Clothing, Shoes & Jewelry",1 yg jual,4.4,,114890.2075 Rupiah
KF375813659,Books,1 Penjual,4.8,"13,455",
KFB08FQG96RP,Video Games,,4.5,"10,650",2070468.2075 Rupiah
KFB07Q7YR68X,"Clothing, Shoes & Jewelry",1 penjual,4.6,"10,022",
KFB07ZSB9QYL,Gift Cards,1 yg jual,,"12,187",359481.25 Rupiah
KFB07CXG6C9W,Electronics,1 Penjual,,"110,685",1869158.7075 rupiah
KFB0795GHTBC,Video Games,3 yg jual,,"28,086",85556.5375 Rupiah
KFB0897VN3F2,"Clothing, Shoes & Jewelry",1 Penjual,,"14,223",229924.2075 rupiah
KFB07W95GZNH,Electronics,,4.7,"854,114",503129.9575 Rupiah
KFB00D8STBHY,Toys & Games,122 yg jual,4.8,,143648.7075
KFB07KGVB6D6,Electronics,1 penjual,4.6,"47,546",
KFB000HTILV4,,2 penjual,4.6,"58,537",IDR 416566.8725
KFB08S34FZKM,"Clothing, Shoes & Jewelry",1 yg jual,4.4,,273061.95749999996 Rupiah
KFB08JPHW2MZ,"Clothing, Shoes & Jewelry",1 Penjual,4.6,,196708.13999999998 Rupiah
KFB086DKSYTS,Electronics,1 Penjual,,"54,100",IDR 1437781.2075
KFB00BXLVFAO,Gift Cards,,4.9,"1,269",359481.25 Rupiah
KFB08R8BGDM5,Camera & Photo,,4.1,179,431233.70749999996 Rupiah
KFB088GD5WD4,Video Games,,4.6,"3,767",359481.25 Rupiah
KFB07FT8XLFS,,1 Penjual,4.4,"13,828",113308.49
KFB07TLL1H7F,Gift Cards,1 yg jual,4.8,"721,690",
KFB089D4BNRY,Video Games,2 Penjual,4.7,"1,125",
KFB00D8STBHY,Toys & Games,122 penjual,,"45,651",143648.7075 rupiah
KF671027034,Books,1 Penjual,,"52,140",195845.38499999998 rupiah
KFB07DJY81FP,,59 yg jual,4.8,"19,902",IDR 718099.745
KF1484707230,Books,,4.9,"23,193",301964.25
KFB0101BQV2I,"Clothing, Shoes & Jewelry",2 Penjual,4.1,"66,914",
KFB071WNWHZ7,Video Games,1 penjual,,"41,676",IDR 201165.7075
KFB016MAK38U,Video Games,19 Penjual,4.4,,431233.70749999996
KFB08WJPJ1NC,Video Games,24 penjual,4.8,269,
KFB08L9D5P1B,Video Games,4 yg jual,,490,273061.95749999996 rupiah
KFB071FXZBMV,,2 Penjual,4.5,"33,856",114746.41500000001 rupiah
KFB06XV1LW52,Toys & Games,32 penjual,4.4,,89007.55750000001
KF345816021,Books,,4.7,"39,501",215544.9575 Rupiah
KF140280197,Books,1 penjual,4.7,"26,162",
KFB07G2YR23M,Camera & Photo,1 yg jual,4.6,,575026.2075 Rupiah
KFB01IXYY172,Toys & Games,1 yg jual,,"2,918",186786.4575
KFB001TI9Y2M,,19 Penjual,4.3,"7,699",1387453.8325
KFB01CW4CR4I,,3 Penjual,4.3,"16,340",IDR 575026.2075
KFB0874YZVWK,Electronics,,4.6,"10,691",1581573.7075 Rupiah
KFB07SXLYQ6S,Toys & Games,,4.8,"13,958",IDR 186067.495
KFB075XLWML4,Electronics,67 yg jual,,"85,934",IDR 560790.75
KFB083SG6BDQ,"Clothing, Shoes & Jewelry",,4.6,"12,383",229924.2075 rupiah
KFB07PJ67CKC,Camera & Photo,3 penjual,4.3,"10,403",
